tweet,polarity
maupo paglalagyan asal tulisan,negative
bbm kase tunog lbm loos bowel movement kase dumi pangalan ugali isipin boto anak date diktador boto echa,negative
"It subtly implies that you will have a good life with ill-gotten wealth. It ignores one's moral values.   Truly, your candidate is a resemblance of your character.  #MarcosMagnanakaw  #NeverForget  #MarcosNumber1Sinungaling",negative
"A very traumatic experience for him. That's why he does not want to go on debates anymore, naduwag na tapos puro ngiwi lang kayang isagot. #MarcosDuwag  #MarcosNumber1Sinungaling  #MarcosMagnanakaw",negative
ddsbbm support ninanakawan iboboto magnanakaw,negative
MARCOS PARIN KAMI   andaming bobo sa trend na ito oo gusto niyo ba ng martial law ulit o sadyang apaka priviledged niyo tangina #MarcosMagnanakaw,negative
pinagawa mukha bbm kapal,negative
yung mga teachers na maka-bbm pagbinagsak niyo mga estudyante niyo kasi laging absent ang  hipokrito niyo . si bbm na laging absent pasado sa inyo #MarcosDuwag,negative
Hilig makipag debate ng mga supporter ng magnanakaw yung poon nyo nya ayaw sa debate 😆 sana kayo na lang nag-substitute sa kanya para may sense pinaglalaban nyo hahahahaha #MarcosDuwag #LenLenLoser,negative
@unknown_ern7 @rallospd Sabagay. Totoo naman yung sinasabi ng other candidates. Keep it up. Nice summary on why Marcos Jr. is unsuitable to be our President.  #MarcosMagnanakaw #BBMSinungaling #BBMDuwag #BBMElitista   Eto isa pang short video clip. Sino a,negative
"Kapag nanalo si BBM, tatawa lang ako kasi ang bobo ng mga pilipino. Tatawa lang ako kasi makikita niyo kung gano kabobo ang binoto niyo. Babagsak lalo ang Pilipinas. Sinong kawawa? Yung mga bumoto sa kanya at nandamay pa kayo. #BBMSARA2022 yan para mabasa niyo. #BBM",negative
@ChoKomentarista Hindi man lang po pasado? #MarcosMagnanakaw #MarcosNumber1Sinungaling,negative
@joeytrenas77 big words para sa cult nya na walang pake mag fact check #MarcosMagnanakaw #LeniKikoAllTheWay,negative
Hindi pa nga sumagot yan si Marcos Jr. sa hamon ni Sen. Manny na mag one-on-one debate sila eh. #MarcosDuwag,negative
"@MacLopez769 Hoy, alien, tumahimik ka dyan! Nasa pwet yata ang utak mo, ang baho baho, uma-alisngaw! pwee! #MarcosMagnanakaw #MarcosNumber1Sinungaling #MarcosDuwag #DuterteCorrupt #DutertePalapak",negative
@dogeholder2001 @khaz_u True and we approve of this tama behavior! 🤣 #Fact #BobongMarcos #MarcosMagnanakaw #MarcosTaxEvader #MarcosSinungaling #MarcosNoCollegeDegree,negative
@J___S0789 @RaquiticoRussel @Snorlax_0330 masyado nyo naman akong namiss mga Magnanakaw supporters 💗💅🏻🌷 #MarcosDuwag  #MarcosMagnanakaw  #MarcosTaxEvader  #MarcosLagingAbsent  https://t.co/wFjepuL2Ly,negative
ngpa ppansin ppa awa epek kulelat,negative
promis natatawa lage absent shift,negative
"Kung LBM supporter ka at nagttrabaho ka, titigan mo maige ung payslip mo, at namnamin mo maige ung tax na dinededuct sa sahod mo. Tapos tanungin mo ulit sarili mo, bakit ka boboto dyan sa kandidato mo na may 203B na utang sa tax. Common sense. #KayLeniNaTayo  #MarcosMagnanakaw",negative
iboto pagka buse indyanerang butangerang inday abogada makaasta kagaya run mate sinung entitl skip debat dictat futur,negative
"yung candidato palang siya pero mas madami pa yung absences niya, ohhh mga kapwa ko pilipino ganyan ba ang gusto niyong ihalal na presidente ng pilipinas!!? isipin niyo ang sarili niyo pati na din ang kapwa niyo pilipino na umaasa na magkaroon ng maayos na gobyerno. #NoToBBMSara",negative
Why this #Halalan2022 feels like a battle between #LeniRobredo and #BongbongMarcos fanatics?  This should be about who presents a plan for each issue rather than who puts up a great show and crowd. Those dancing are not going to feed your future. #PingLacson is the most sensible.,negative
Feel ko badtrip at warla si Yorme! Itotodo na niya mga talak niya sa Marcos at Dutertes.. HAHAHA! #Halalan2022 #MarcosMagnanakaw #MarcosNumber1Sinungaling  #MarcosDuwag  #IskoMoreno,negative
paginggit pikit,negative
forgiv happen manila film center reason bbm,negative
nandito malabon ex convict magnanakaw,negative
Aga mo manununog ng bobo mami @_AteDick  hahaha pag inggit pikittttt #MarcosMagnanakaw  #MarcosDuwagTalaga  #InggitPikit,negative
kandidatong red dame red flag,negative
know what funni bbms support bbm bad reput support wors spread mislead inform smell good know brain fact check bullshit,negative
nagunit parehong duwag,negative
"Wag bumoto ng DUWAG, si Baby M ay DUWAG. Ergo, wag iboto si Baby M. #MarcosDUWAG",negative
Ang tanong naman ng 11 year old daughter ko.  How did you know #MarcosMagnanakaw  is a thief ?,negative
"“Mag-aral kayo, mag-research kayo nang mabuti” from someone who falsely claims to have finished college does make zero sense to me. 😂  #MarcosDuwag #MarcosNumber1Sinungaling",negative
corrupt condit peopl inher good peopl bad magnanakaw sinung legitizim resibo leni highest coa rate,negative
unlaw immor lkas loob mgsabi immor person repres accus tax evas plunder gut sna proud prin nanay,negative
"@PHDailySun malamang hahahahha - the entire survey was conducted in the Uniteam rally in Marikina. try nila sa rally ni VP, Isko, Manny or Ping! hahaa #MarcosMagnanakaw",negative
marcos illgotten wealth fact suprem answer question clear unqualifi read,negative
Yall saying #LenLenLoser but where are your candidate kaninang debate?  BITCH ASS #BBMDUWAG  #MarcosDuwagParin  #BBMTANGA  https://t.co/orZwhlXRrx,negative
May Pagbabangon bang Idudulot sa Pinas ang walang ginawa kundi itanggi na may NAKAW NA YAMAN sila? Anong silbi ng ganung kandidatura kundi uubusin ang lakas at oras sa pagbubura ng di-mabuburang record nila? #MarcosMagnanakaw #NoToMarcosDuterte2022 #MarcosTaxEvader,negative
"@van_requilme @cassiec50264290 @finn_zues The dumbest presidential candidate of all time, #MarcosMagnanakaw. Who doesn't want to be laughed at at debates because he's simply the most stupid candidate among the 10. Even Pacquiao is better than him. Well, n",negative
gaano kalaki billion nabayarang buwi ariarian pamilya kase laki pambansang badyet kalusugan pambansang depensa kapakanang panlipunan paisaisa,negative
@GerryCacanindin High nanaman itong bangag na ito. Go back? Kailan ba naging national language ang ilokano? Nahihibang nanaman ang MAGNANAKAW! #MarcosMagnanakaw #MarcosNumber1Sinungaling #MarcosDuwag,negative
@datumx11 Ni hindi nga fluent yan mag Ilocano tapus irereplace nya p ang tagalog.. sira n tlga ulo nitong si #MarcosMagnanakaw  s kaka-Coke,negative
@EggTarTisYummy 🤢🤢🤮🤮🤮👎👎👎 I hate ugly #NOTOBBM  #MarcosMagnanakaw  https://t.co/T5Tq8cdkbB,negative
"@PBBM_VPSD Sana ikapanalo at ikapayapa ng mga puso niyo yan. Basta ang alam ko, hindi duwag ang presidente ko.   #BBMduwag #LeniKiko2022  https://t.co/DdSzEQMy4J",negative
YES! The Villars are up to no good teaming with an unqualified BBM. They have the ambition to control the country by hegemony thru the dirty tactics of plutocrat capitalism. #NoToBBM #MarkVillar IBASURA #VillarsLandgrabbers #DARsuperCorrupt #DARVillarCollaborators #LeniKiko2022,negative
The fact that you cannot even defend the ₱203B estate tax issue shows that the Marcoses only ran to bury all their liabilities. #MarcosDuwag #MarcosMagnanakaw #MarcosNumber1Sinungaling  https://t.co/y2o0JUChWx,negative
proud hampaslupa proverb pride goe destruct haughti spirit fall better lowli spirit along oppress plunder proud,negative
presid leni tinawag duwag declin debat want quiboloy support bbm tawag kina ping manni isko gago kayong lbm troll,negative
susuportahan kagaya name hampaslupa lutang ina merong matapobreng kagaya waga magreklamo kesyo madami trabaho pinabayaan,negative
@RainieI Ang tatanga talaga ng mga kulto.  Kala niyo ba kapag nabura mural titiwalag na kami? Kala niyo ba kapag pinutol ang banderitas tiklop na?  Di lang mga simbolo ang sukatan ng paninindigan laban sa katiwalian.   Sayang pagod niyo. TANGA PA MORE HA?,negative
act togeth kahiya magnakaw craft gaya support,negative
bbm kawawa kinabukasan anak pagsasalita gagawa,negative
"Liliosa Hilao was a student journalist and the first Martial Law prisoner to die in detention. She was only 23 years old. BBM and his camp will NEVER acknowledge her, so it falls us to remember.  #SayHerName #MarcosNumber1Sinungaling #MarcosDuwag",negative
naintindihan pakyaw bbm english plataporma bbmeh plataporma ipakulong bawiin ipakulong kawatan bobo paksiw tala,negative
bumoto duwag duwag ergo iboto,negative
iyaki simula vlog tangahan sinabayan direk darryl yap ngawa ngawa iyakin unga,negative
taumbayan makipagtalastasan mapanira kalaban,negative
"Using their approach on the probability of leni becoming a puppet, it’s safe to say that:  Bongbong Puppet ng mga convicted at nakasuhan ng Graft at Plunder. Insert Gloria #MarcosDuwag #BongbongBudol  https://t.co/Ht6unL1IHj",negative
@EDENAGU43721338 Hutaaaaaaaang na loob !! WAG na kayo magpa-BUDOL dito !! #MarcosDuwag  #MarcosDuwagTalaga  #MarcosMagnanakaw  #MarcosNumber1Sinungaling  https://t.co/AG6SdjTjCq,negative
attend attend debat nagmumukhang bobo natapatan ping pansinin bbm support,negative
@kojigoohan @arrenmngls @margascardigan @ahandmaidstale @nathans29134419 Mga panatiko. Kung ano sabihin ng mga marcos un ang pinaniniwalaan kahit kabaliktaran ng katotohanan.  #MarcosMagnanakaw  #MarcosNumber1Sinungaling,negative
Nalulungkot ako at nahihiya sa aking bayang Navotas. Karamihan dito ay loyalista pati na rin ang mayor at kongresman. #MarcosMagnanakaw #MarcosDuwag #MarcosNumber1Sinungaling,negative
gerri nakailang gramo abay daig lutang,negative
@jennacttn lmao HYPOCRISY (not hyprocrisy) at its finest 🙄 #BBMduwag  https://t.co/hwpN26WtR9,negative
@Michael550265 @inquirerdotnet Truth hurts noh? #MarcosDuwag  #MarcosSinungaling #MarcosMagnanakaw  🤡👊🐶🇨🇳  https://t.co/cCJo8sEMWg,negative
matatalino pumapatol tangax saka mababang pinagarala,negative
@ArtemisMarei Parang it's better na matawag ng duwag kesa umattend ng interview hosted by a pedophile and sex offender na wanted sa FBI 💅🏼   #MarcosDuwag  #MarcosDuwagTalaga  #MarcosDuwagForever,negative
"“That being the case, the fair and just tax base to be used in computing the estate tax cannot yet be established with certainty.""  The fact that they do recognize that there is TAX TO BE PAID by Marcos is an admission that he is a TAX EVADER.  #MarcosMagnanakaw",negative
gago ferdinand,negative
Yung BABY M nyo ang laki ng utang sa pilinas tumatakbo pa presidente tapos lagi pa absent sa debates #marcosduwag #letlenilead,negative
"Sa FB bait nila kasi andun ang mga matatandang supporter ni baby m hahahaha! Nakakadiri. Sila tong natalo sa election, recount, at electoral protest ehh. Hahahaha! Sana proud ang mga OFW na kasama sa ginawa nila. #MarcosNumber1Sinungaling #MarcosMagnanakaw #MarcosDuwagTalaga",negative
harap harapan kayong ginagago magpapagago kasalanan tanga,negative
"Punong puno ng galit,, #BringBackMarcos",negative
pakitaan reliabl saka factcheck articl binasa kunwari,negative
peopl clowneri duwag kagaya,negative
apektado iyak paglulupasay don ina ubod banal pagawan rebulto,negative
histori repeat bad time stop ferdinand,negative
@Ynnah1995 @LadyAnakSaLabas hahaha nakita ko ung rally sa pasig andaming tao ung hindi umatend na sumuporta ke bobong narcos naglalaro ng tanga tangahan #MarcosMagnanakaw #MarcosNumber1Sinungaling,negative
@kulotissima Pinandidirihan pa🤦‍♀️  #MarcosNumber1Sinungaling  #MarcosDuwagTalaga  #MarcosMagnanakaw,negative
"@ItsJamMagno Mga bhie gobyerno ng Pilipinas file ng kaso kasi PONDO NG PILIPINAS ang ninakaw ni #MarcosMagnanakaw. Kaya mga kaso ay REPUBLIC OF THE PHILIPPINES versus Marc0s Jr. Ang tanong, bakit panig ka pa sa kalaban ng GOBYERNO NG PILIPINAS sa kaso ng",negative
"@GerryCacanindin @EnzoDeBorja Hindi sanay sa trabaho. Sabi nga ni Manang, jobless. Pero wait, nakakahiya to compare him to those who are jobless na not out of choice. #MarcosDuwagParin #MarcosNumber1Sinungaling #MarcosMagnanakaw",negative
nakaw pinangkain sinusubo pamilya,negative
kitang tanso naniniwala ginto,negative
Shutang yan bat may magnanakaw sa tapat ng bahay namin 🤮🤮🤮  #AngatBuhayLahat #BBMduwag #LetLeniLead #KulayRosasAngBukas #LeniKiko2022 #LeniRobredoForPresident  https://t.co/3CQAsZCtn2,negative
awar resibo nagrerequest question topic resibo loser duwag,negative
At least matapang yung #brave9 na sumabak sa debate at iniharap mga plataporma nila sa bansa.  Hindi katulad mo #MarcosDuwag,negative
hay marunong magdeb nagchampion degre oxford bobo duwag af debat ewww,negative
buwi pera bayan therefor pagbabayad buwi maitutur pagnanakaw,negative
bongbong skip cnn philippin debat,negative
@marortoll MAMATAY ka sa Ingeeeeeeeeeetttttttt !!! #MarcosDuwag  #MarcosDuwagParin  #MarcosDuwagTalaga  #MarcosMagnanakaw  https://t.co/ZHElax7Ziw,negative
@AllEspant @eydipi28 @TonieBartolome Kasi nga sa kurapsyon naging bilyonaryo ang mga magulang niya. At diyan siya nabubuhay ng marangya. #MarcosMagnanakaw,negative
bobo nentong friend bbm support custom,negative
A perfect example of a daily dose of TikTok is not good for your health #MarcosMagnanakaw,negative
"I can't!!, Leni is encouraging her supporter to wave a pink flag instead of a Philippines flag, like wtf are you standing for?? For yourself (pink) or for your country??????  #BBMSARA2022 #BBM #LeniKiko2022 #IskoMoreno  #bbm #leni #Philippines",negative
@BobongNarcos hitik na hitik sa FakeNews ... #MarcosNumber1Sinungaling  #MarcosMagnanakaw  https://t.co/oHrRQaLKwK,negative
@SamXright @jcpunongbrgy alin dun ang totoo ang magnakaw at pumatay ng tao at ibenta ang pinas sa tsina? sa sunod pati yang lupang kinatatayuan mu na ibenta na ni digong #unithieves #BBMduwag #dutertepalpak,negative
Putangena nitong mga bakla sa Tiktok HAHAHAHAHA #MARCOSMAGNANAKAW  https://t.co/HVfHk4jSLf,negative
"@annayuuuuu ako din iboboto ko ang mga magnanakaw, sinungaling, hindi nagbabayad ng buwis, mamatay tao, protektor ng druglords, binebenta ang Pilipinas sa tsina, human at sex trafficker at walang galang sa kababaihan. dahil...wala lang gusto ko lalo bumag",negative
"Coming from the camp that benefits from red-tagging and fake videos/news about other candidates? If anything, the biggest reason why we are very polarized right now is because of the lies and fake news let out by the Marcos-Duterte tandem and their supporters. #MarcosDuwag",negative
@marortoll Unithieves #MarcosMagnanakaw #MarcosNumber1Sinungaling  #NoToMarcosDuterte2022  https://t.co/ue4FlXJb36,negative
"The family of #MarcosMagnanakaw that abused Filipinos, made millions of our countrymen poor and languish in poverty for two decades, deprived us of our freedoms and rights and enriched themselves in power with billions of US dollars-worth of ill-gotten wealth. (3/5)  #MAKATIndig",negative
bagay natutunan pilipino aquino administr hate pansin salita aquino rest dilawan liber parti cancel cultur kaalyado ralli ralli siraan siraan,negative
"@myinnertime Para mong sinabing gusto mo si Hitler, Stalin at mga kaapu-apuhan niya na pilit jinu-justify ang mga kahayupang ginawa sa kasaysayan.. kasi hindi naman affected ang mga Pilipino nung panahon na yon?!☠ #NeverAgain #NoToBBM",negative
@walalan74062241 @cnnphilippines @anjocalimario hanap ka ulit ng script mo 😂 #MarcosDuwag,negative
@adaliahhh_ @akashikaras @leni_tayo #BBM BongBong niyo bahag buntot..ngayon pa nga lang d na sumisipot sa debate how much more pag naging presidente yan? Baka missing in action din😅,negative
suot malamig mainit tinatago takot mahawakan,negative
totoong manlulupig pasisiil,negative
bongbong bahag buntotngayon sumisipot debat miss action,negative
"O yan, di pa man nananalo gusto na patahimikin mga kontra sa kanya. Pag sya naupo di lang ganyan gagawin nila sa sinumang sumalungat sa kanila. #MarcosMagnanakaw #MarcosDuwag",negative
"Galing! 👏👏 B/BM nyo pinasahod natin ng 6 years sa senado, pero walang kwenta yung batas na nagawa nya. Hahaha. Tapos si VP Leni raw walang nagawa. Research din minsan para makita nyo. Bawasan nyo yung time nyo sa FB, YT, at TikTok. #MarcosSinungaling #MarcosDuwag #MarcosTamad",negative
@adriaannee_ Lam nyo naman mga marcos supporters masaya na sa 200 pesos. Mga bayarang bobo. 😊😈😂 #MarcosMagnanakaw,negative
@ANCALERTS History is repeating itself badly. But there’s enough time to stop it. Don’t vote Ferdinand  Marcos Jr. #BBMduwag,negative
torni malaka ibedensya bayaran bbm videohan tinanggap maliwanag bayaran magnanakaw,negative
mga trolls ni Blembong pagod na 😭😂🤣💩🪰🪰 di kaya mag top sa trends #NuevaEcijaIsPink #CaviteIsPink #LeniWanagSaDilim  #800KMinusOne  #MarcosDuwag #BBMLoser  https://t.co/NVgQntfu9X,negative
baliw talagapink taliban pr team balot ulo nanay nilagyan bigot twin sister osama bin laden,negative
totoo feelingero unga utang loob bumoto tama els taon pagdurusa,negative
@Aj_Roculas @RosemarieFamen3 @manilabulletin Imagine todo debate at tanggol ka sa Marcos nyo pero sya Wala sa debate Hindi mapagtanggol sarile nya hahhahaha bobo!! Sayang ire sayo ng nanay mo 😝🤟 #MarcosMagnanakaw  #MarcosDuwag,negative
"as usual, sa frennie lang kakalampag pero sa professional reporters and hosts, palaging absent. #MarcosDuwag",negative
Hoy Magbayad ka!  #MarcosTaxEvader #MarcosNumber1Sinungaling #MarcosMagnanakaw,negative
uso pa ba yung advertising na may eroplano na dadaan na may hila-hila na message? parang it’s a nice idea na tuwing may unithieves sortie eh may dadaan na plane with a message na “#marcosduwag” etc.,negative
I love it whenever the camera pans to BBM's empty podium whenever he's getting shaded. It's never not funny!   #CNNPHPresidentialDebate #MarcosDuwag #10RobredoPresident #IpanaloNa10To,negative
In today's episode of Ulolan 101 with blengblong  #MarcosMagnanakaw #MarcosDuwag #NeverAgain,negative
paawa effect baraha blengblong nagtagumpay fake news,negative
Fact check laban sa DISQUALIFICATION CASE TO RUN AS PRESIDENT and sa mga PANINIRA ng #Kakampink Na di nagbabayad bg buwis at sinungaling c BBM . Oh hayan ng magising gising naman kau sa KATOTOHANAN!!!!  #BBMForPresident #BBMSARA2022   https://t.co/B0DxSYZlFF,negative
Ulol #MarcosDuwag Di ka sasali sa debate tapos galing mag mema lang kasi nagbabackfire ang kaduwagan at kabobohan mo.,negative
"Ilan kaya ang residents ng Negros Occ and Negros Oriental, 70M true ba pati sa attendees ng rally fake pa rin.  #BBMSARAUniTeam2022",negative
"Absent ka sa recitation... Tas kung kailan wala si teacher kinabukasan, tsaka ang dami mong nasabi.  #BBM BabaengBicolanaMananalo #ComelecPresidentialDebate2022",negative
terror bbm pasok maya besh pasok,negative
social media account owner alleg warn assassin plot candid ferdinand bongbong agre undergo polygraph test prove innoc,negative
your idol really reflects your attitude and perspectives talaga. hindi dapat kayo nagtrabaho kung hindi maayos 'yung pag-treat ninyo sa customers.  #LetLeniLead2022 #KulayRosasAngBukas #MarcosMagnanakaw #KayLeniTayo #LeniKikoTeam2022,negative
Ganda naman ng script nila or iisa lang talaga amo nila 😂 🤣 😅 mga supporters talaga ni blengblong mana sa kanya number 1 sinungaling 😂 🤣 😅. Copy paste pa more.  #MarcosNumber1Sinungaling #MarcosMagnanakaw,negative
"Kung may fake man rito ikaw yun @bongbongmarcos, you f*cking delusional coward   #MarcosPavictim #MarcosWeakling #MarcosDuwag #MarcosDelusional #MarcosTakot",negative
@nabunturanguy Si atty Carranza ang nakabawi nung 680M usd n ninakaw ng mga marcos sa kaban ng bayan. Kaya nagalit si imelda at dinemanda niya eto sa kasong libel at natalo sila.  #MarcosLoser #MarcosMagnanakaw  #MarcosSinungaling,negative
@GerryCacanindin Kung yun historical revisionism nga napush ito pa kaya😂 lahat posible sa mga gobyernong hindi tapat. Si dutae nga napalibing tatay nyan ksma mga bayani. Ekis tlga kpg mga dimonyo namumuno kung ano magustuhan gagawin. #neveragain #Marco,negative
Pilipinas GISING!!!!  #MarcosDuwag #MarcosNumber1Sinungaling  #KulayRosasAngBukas  #LetLeniLead,negative
Bring back Marcos to the prison! #MarcosMagnanakaw,negative
"@StallionTop_  ang kapal naman ng pagmumukha mo, with highest honor @joeeeeena tatawagin mong boba ang galing regional science? so pathetic losers weepers #MarcosDuwag #NeverAgain  #NeverForget",negative
pinklawan antman thief ant unit certain goal food coloni goal put effort goal votein bbmsara,negative
kapit sa patalim!! mga walang paninindigan ang mga taong ganyan.  #NoToUniteam #NoToTrapolitiko #NoToMarcosDuterte2022,negative
naniniwala male interpretasyon contrera tax law dinawit pangalan exbir comm kim henar,negative
"@PinoyAkoBlog Like father, like son... Hindi nga alam ibig sabihin ng DH at ang mga bulag o ngbubulagan mega defend pa 🙄🤭 kesyo need ba raw alam, DH could mean a lot of things (marunong pala mg google at ngsend ng list 🤣) blah blah #MarcosMagnana",negative
Yari ka boy. Sana kse pinagsasabihan din ni sir BBM mga supporters na sana wag gnito.. Pare pareho prin tayo Filipino . Mga ka #bbm umayos nman tayo po. Panget po yun ganitong joke. Pro solid #BBMSARA2022✌💚❤👊😕 prin khit pasaway tayo woooo #Unity lang pra yumaman na pinas,negative
tanginaaaaaa ipanalo leni kiko kinabukasan tax evad,negative
yung pag-ooverthink ko hindi na sa simpleng bagay jusq natatakot ako na manalo ang isang walang substance na tao (pero hayop irl) as president of the ph kaya ayus-ayusin niyo desi niyo sa life mga mare huwag kayo trippings   #MarcosMagnanakaw  #MarcosDuwag  #BaBackoutMuli,negative
Siyempre maniniwala mga lbms na binayaran mga sumama sa rally sa Cavite. Anything new? Wala namang ibang pinaniniwalaan mga yan kundi fake news. Neurons pls. #BoyingSinungaling #BBMduwag,negative
trend care know duwag,negative
@findmehere123 yes. sabihin na natin na walang ninakaw &amp; walang pending cases.may mga nagawa naman and achievements &amp; may mga natulungan but is he competent &amp; better than other candidates?magaling b talaga?he was given d chance to face d other,negative
Hoy tanders wag pakalat ng fakenews @ginza_12  #MarcosMagnanakaw  #MarcosNumber1Sinungaling  #Notodutertemarcos  https://t.co/AHeaH3dIzZ,negative
@kram_javier BBM is not a man that can defend our country&amp; peoples! he himself can't defend such as this time where all Filipinos are watching&amp; want to know his platform. How can he solve economic&amp; covid19. If he can't come at least he send hi,negative
"@dumidyeypee this is impossible to happen, for sure Marcos-ward will have his alibi and excuses. In the end, he’ll not attend and his supporters be like “tRyInG to prOvE that yOu aRe grEaT iS aN iNsULt” 🤡🥴🤢🤮#MarcosDuwag",negative
"@inquirerdotnet @NCorralesINQ Magnanakaw Clan have been exploiting weaknesses in our court for decades.  At this point, it’s no surprise that they have been doing so with money that should have gone to building roads, schools, hospitals, social programs",negative
"@philstarbiznews Before you vote for BBM, learn about the many Filipinos that lost their lives in the name of democracy and freedom during the Marcos regime. #NotoBBM",negative
everyon compar sandro girl sandro politician artist rememb sandro figur celebr,negative
"Mangilabot at magalit kayo, huwag niyo hayaan na may isa na naman Marcos ang tatakbo sa pagiging Presidente. Parang hindi na tayo natuto sa nakaraan.  #NeverAgain  #MarcosMagnanakaw  #KulayRosasAngBukas",negative
@sheeshhhtwts @NOtoThieves How daddy Marcos did not show up presidential debates and comelec debates #MarcosMagnanakaw,negative
magbibigay gobyernong tapat mandaraya mananalo,negative
nakaluhod dinadas ikakasama gsto boto ina nuknukan banal inaaya iboto ina bahid kasalanan napakalini,negative
Don't BRING BACK MARCOS BRING BACK Ang ninakaw!  #NoToMarcosDuterte2022  #CAMANAVAisPink  #MarcosMagnanakaw  #MarcosNumber1Sinungaling,negative
Sawang-sawa na ako sa press release ninyo #MarcosJr!Magpakita ka sa mga debate!Period! #MarcosDuwag #MarcosMagnanakaw #NeverForget #NeverAgain,negative
kawawa dati flyer water ice tea baliin braso masahol hayop uugali,negative
At nagsalita yung hindi kaya magpaliwanag ng kanyang plataporma on live TV.  #MarcosDuwag  #MarcosDuwagParin  #MarcosDuwagTalaga,negative
Grabe ang inggit sa katawan nitong Daryl Yap no! #MarcosMagnanakaw,negative
yung pag iingay ni Manang Aymi bout Election leaks etchos hindi lang c vp leni inaaway o kinakalaban nya parang c prd din kc lahat nakaupo dun prd peeps so feeling nya dadayain pa ni prd c lbm? e cno ba kc boboto sa utol nya kundi ung nauto lng ng fake news at mga bayad #NoToBBm,negative
Non-payment of your obligations is a form of corruption.   #MarcosMagnanakaw #NeverAgain #NeverForget,negative
true bbm bastusin leni baba take note leni robredo perfect,negative
research paratang ulol dinamirami fact check site provid hinihintay salita kort makulong,negative
drama camp conivct utang billion gobyerno convict ill gotten wealth,negative
@inquirerdotnet Ngiwi kana lang jan. #MarcosDuwag #magnanakaw #Sinungaling #203billion,negative
siyempr mark lee presid tatawanan problema ganon,negative
@jaicabajar Hinay hinay sa kampanya Dyunyor at baka masugatan ka na naman at magtataray.  #MarcosMagnanakaw #LeniKiko2022,negative
@ABSCBNNews Tangina suminghot na naman to!!!   #BBMLoser #MarcosMagnanakaw #NoToMarcosDuterte2022,negative
obsess bbm marcoleta gadon roqu teodoro villar senat,negative
"@inquirerdotnet Real talk, kung gusto nyo ng matapang at ipaglalaban ang inyong mga karapatan, huwag bumuto ng mga kandidatong duwag! #MarcosDuwag #DuterteDuwag #UniteamDuwag",negative
script bantayan boto apo mind condit natalo kakayanan makinarya gawin iniisip,negative
Kaya pala hindi dumalo sa debate kasi natatakot humarap sa katotohanan at ayaw magpasingil! Suzzzzzzz. #MarcosMagnanakaw  #MarcosLagingAbsent  #MarcosTaxEvader  #MarcosSinungaling  #ComelecPresidentialDebate2022,negative
@ronaldgem Iiyak iyak na iniwan na ng kabataan. Eh sino bang kumakapit sa gurang?🤣🤡  #NeverAgain ✊🏾🇵🇭❤ #MarcosDuwag  #MarcosMagnanakaw,negative
@inquirerdotnet @NCorralesINQ Hahahahaha! They tried but failed.#NoToMarcosDuterte2022 #sarabasura #MarcosMagnanakaw #MarcosNumber1Sinungaling  https://t.co/CHzSicQlGi,negative
BBM was asked about his platform for all solo parents but this man can't comprehend the question binigyan na siya ng mga puntos lutang pa rin haha jusko akala ko magaling on the spot si BabyM hahaha #KulayRosasAngBukas #PasigLaban #MarcosDuwag  https://t.co/cVqHu9uQyC,negative
"@jcpunongbrgy hindi kami napaplastikan ke Leni ikaw lang. mas napa plastikan kami sa magnanakaw, mamatay tao, sinungaling na nagpapangap na matino at ginagawa ang mga history revisionism at fake news katulad ni bobong narcos at sara dutae #unithieves #bbm",negative
Pano to naging brilliant answer hahahaha doesn't he has a propose bill to implement to protect the rights of LGBTQ community? #MarcosMagnanakaw,negative
weak leader kampanya nagpapakita,negative
"@isabelmerana Paano naging loser, e tinalo nga niya si BBM, pati recount. Style nang mga DDS-BBM supporters yan.  Yong gawa nila binabaliktad.   Ibinabato sa kalaban.  DDS-BBM supporters are fuck ing liars.   Excuse my French.  #BBMLoser  #MarcosMagnanaka",negative
Yung tinanong ka sa plans mo pero nagtanong ka rin sa nagtanong sayo Hayssss 😭😭😭😭 #MarcosDuwag #MarcosNumber1Sinungaling #CaviteIsPink,negative
@rapplerdotcom @lianbuan suarez implying and hoping that priests would turn over to the dark side... really??!!  #MarcosMagnanakaw  #MarcosNumber1Sinungaling  #MarcosDuwag  #MarcosDuwagParin  https://t.co/Myfvdo8501,negative
"@lukazval3ntin_ @vrncrstbl Nakaluhod lang pero ang dinadasal ikakasama ng kapwa nya. Kung gsto mo boto ina mong nuknukan ng banal go. Di kita inaaya iboto si #BBMForPresident #BBMSARA2022 eh, inyo na Ina nyo walang bahid ng kasalanan, napakalinis sobra",negative
#BBMFORPRESIDENT2022  💚❤️ HAHAHA😏😏 mga inggit lang kase kyo kaya naninira kayo ng tao😂😂 kahit siraan nyo pa si Bbm ko😡😡😝 bbm padin kahit magnanakaw😭😭😭 may naiambag naman sa bayan ah😩😩 parang hindi nyo naman napa kinabangan😀😏😏 mga mapanghusga kayo😡😡😡 #bayBem,negative
"Never again talaga sa martial law bhe, as in! Ekissss talagaaa❌❌❌❌ #BBMduwag #BBMNumber1Sinungaling #NeverAgain #NeverForget",negative
marunong rumespeto bayaran carri sorri,negative
dismayado magulang sulsol iyan anak,negative
